"ID"  "date_added"  "date_ended"  "site"  "value"  "discount"  "sold"  "MerchantID"  "category"
"295"  683561  2011-09-12  2011-09-19  "LivingSocial Family Edition"  20  50  17  150007  "Kids"
"296"  997238  2011-10-12  2011-10-13  "Google Offers"  20  50  17  175209  "Outdoor Adventures"
"297"  9173927  2012-06-05  2012-06-11  "Weforia"  270  84  4  17554  "Bars/Lounges"
"298"  49887  2011-03-04  2011-03-07  "Weforia"  30  50  11  30483  "Tanning"
"299"  51320  2011-03-08  2011-03-12  "Weforia"  10  50  33  16001  "Restaurants"
"300"  205265  2011-07-29  2011-08-02  "Weforia"  20  50  16  99959  "Restaurants"
"301"  916661  2011-10-05  2011-10-09  "Weforia"  196  60  2  267137  "Home Services"
"302"  8345732  2012-04-26  2012-05-02  "Weforia"  270  86  4  449669  "Home Services"
"303"  9997243  2012-07-17  2012-07-23  "Weforia"  25  52  13  71644  "Restaurants"
"304"  128715  2011-06-25  2011-06-29  "Weforia"  28  50  11  55213  "Sports Tickets"
"305"  1627699  2011-11-18  2011-11-22  "Weforia"  40  53  8  205555  "Automotive"
"306"  25980  2010-12-18  2010-12-22  "Weforia"  50  50  6  18548  "Hair Salons"
"307"  64632  2011-04-04  2011-04-09  "Weforia"  237  68  2  6195  "Personal Trainer"
"308"  82452  2011-05-02  2011-05-07  "Weforia"  30  50  10  15723  "Restaurants"
"309"  200976  2011-07-28  2011-08-01  "Weforia"  30  50  10  98881  "Outdoor Adventures"
"310"  3632867  2012-02-03  2012-02-07  "Weforia"  30  50  10  266336  "Restaurants"
"311"  485351  2011-09-05  2011-09-09  "Weforia"  63  54  5  141921  "Bowling"
"312"  173978  2011-07-18  2011-07-22  "Weforia"  20  50  14  89053  "Outdoor Adventures"
"313"  3372347  2012-01-23  2012-01-27  "Weforia"  105  67  4  11907  "Personal Trainer"
"314"  3868624  2012-02-13  2012-02-19  "Weforia"  40  50  7  271712  "Kids"
"315"  9326166  2012-06-14  2012-06-20  "Weforia"  165  58  2  485894  "Home Services"
"316"  1301087  2011-10-31  2011-11-02  "Google Offers"  8  50  35  121814  "Restaurants"
"317"  76288  2011-04-21  2011-04-28  "DealPop"  30  50  9  13378  "Restaurants"
"318"  20081  2010-11-23  2010-11-28  "Weforia"  14  50  19  15440  "Bowling"
"319"  60550  2011-03-27  2011-03-30  "Weforia"  15  50  17  37370  "Kids"
"320"  9392479  2012-06-16  2012-06-22  "Weforia"  50  50  5  441397  "Tanning"
"321"  93777  2011-05-19  2011-05-23  "Weforia"  25  52  10  53870  "Hair Salons"
"322"  713004  2011-09-15  2011-09-19  "Weforia"  60  50  4  17421  "Tanning"
"323"  787334  2011-09-23  2011-09-27  "Weforia"  10  50  24  160025  "Dessert"
"324"  1179853  2011-10-24  2011-10-28  "Weforia"  100  60  3  185143  "Boot Camp"
"325"  9012500  2012-05-30  2012-06-05  "Weforia"  80  50  3  7227  "Massage"
"326"  918009  2011-10-05  2011-10-06  "Google Offers"  300  86  3  6335  "Boot Camp"
"327"  244305  2011-08-09  2011-08-13  "Weforia"  19.95  50  12  110852  "Automotive"
"328"  240354  2011-08-08  2011-08-12  "Weforia"  175  78  3  109631  "Personal Trainer"
"329"  1340054  2011-11-02  2011-11-06  "Google Offers"  10  50  23  93429  "Restaurants"
"330"  109553  2011-06-08  2011-06-12  "Weforia"  32  50  7  62046  "Life Skills Classes"
"331"  23081  2010-12-07  2010-12-11  "Weforia"  20  50  11  17014  "Restaurants"
"332"  123672  2011-06-21  2011-06-25  "Weforia"  20  50  11  69653  "Restaurants"
"333"  270350  2011-08-16  2011-08-20  "Weforia"  20  50  11  50184  "Restaurants"
"334"  9684230  2012-07-03  2012-07-09  "Weforia"  228  76  2  53279  "Automotive"
"335"  1486864  2011-11-10  2011-11-14  "Google Offers"  189  70  2  199421  "Martial Arts"
"336"  84467  2011-05-05  2011-05-09  "Weforia"  19.95  50  11  31393  "Automotive"
"337"  103001  2011-06-02  2011-06-06  "Weforia"  25  52  9  20142  "Hair Salons"
"338"  8826965  2012-05-17  2012-05-24  "ACTIVE GearUp"  30  40  6  179516  "Tours"
"339"  125188  2011-06-22  2011-07-01  "LevelUp"  30  50  7  70487  "Women's Clothing"
"340"  96979  2011-05-23  2011-05-23  "Weforia"  12  50  17  54248  "Kids"
"341"  94727  2011-05-20  2011-05-24  "Weforia"  12  50  17  54248  "Kids"
"342"  408680  2011-08-29  2011-09-02  "Weforia"  10  50  20  134423  "Dessert"
"343"  723295  2011-09-16  2011-09-20  "Weforia"  40  50  5  51407  "Men's Clothing"
"344"  852005  2011-09-30  2011-10-04  "Weforia"  100  50  2  85681  "Life Skills Classes"
"345"  3940620  2012-02-15  2012-02-21  "Weforia"  100  50  2  279588  "Home Services"
"346"  8422147  2012-04-30  2012-05-06  "Weforia"  40  50  5  449197  "Hair Salons"
"347"  3513174  2012-01-29  2012-02-02  "PhunDeals"  100  50  2  14499  "Yoga"
"348"  313283  2011-08-23  2011-08-27  "Weforia"  15  53  14  126716  "Restaurants"
"349"  9449965  2012-06-20  2012-06-26  "Weforia"  15  47  12  408370  "Restaurants"
"350"  68279  2011-04-11  2011-04-15  "Weforia"  20  50  9  41497  "Bowling"
"351"  164657  2011-07-15  2011-07-19  "Weforia"  20  50  9  86371  "Dessert"
"352"  266466  2011-08-15  2011-08-19  "Weforia"  12  50  15  116858  "Restaurants"
"353"  810275  2011-09-26  2011-09-30  "Weforia"  10  50  18  161800  "Dessert"
"354"  3422457  2012-01-25  2012-01-29  "Weforia"  10  50  18  260787  "Restaurants"
"355"  9465096  2012-06-21  2012-06-27  "Weforia"  90  50  2  283999  "Hair Salons"
"356"  131779  2011-06-28  2011-07-07  "LevelUp"  20  50  9  44969  "Men's Clothing"
"357"  2547085  2012-01-01  2012-01-16  "DailyDealTime"  90  50  2  29648  "Hair Salons"
"358"  1522176  2011-11-12  2011-11-23  "PhunDeals"  1600  94  1  68815  "Dental"
"359"  100667  2011-05-30  2011-06-03  "Weforia"  7  57  29  57150  "Museums"
"360"  9189834  2012-06-06  2012-06-12  "Weforia"  175  51  1  40585  "Home Services"
"361"  66976  2011-04-08  2011-04-19  "DealPop"  14  50  12  34732  "Restaurants"
"362"  67117  2011-04-08  2011-04-13  "Weforia"  14  50  12  40876  "Bars/Lounges"
"363"  1502469  2011-11-11  2011-11-15  "Weforia"  48  58  4  150949  "Automotive"
"364"  1900365  2011-12-07  2011-12-10  "Weforia"  10.6  62  20  22984  "Restaurants"
"365"  101426  2011-05-31  2011-06-04  "Weforia"  50  50  3  57517  "Kids"
"366"  158293  2011-07-12  2011-07-16  "Weforia"  50  50  3  46397  "Outdoor Adventures"
"367"  830853  2011-09-28  2011-10-02  "Weforia"  55  55  3  163829  "Hair Salons"
"368"  1421316  2011-11-07  2011-11-11  "Weforia"  10  50  15  36978  "Restaurants"
"369"  7368024  2012-03-26  2012-04-01  "Weforia"  50  50  3  417827  "Hair Salons"
"370"  3634591  2012-02-03  2012-02-17  "DailyDealTime"  150  50  1  250527  "Photography"
"371"  10648787  2012-08-16  2012-08-22  "Weforia"  75  51  2  172652  "Facials"
"372"  659939  2011-09-09  2011-09-13  "Weforia"  20  50  7  147018  "Women's Clothing"
"373"  1024212  2011-10-14  2011-10-18  "Weforia"  20  50  7  176558  "Restaurants"
"374"  5098692  2012-03-02  2012-03-08  "Weforia"  150  77  2  166650  "Photography"
"375"  9239546  2012-06-08  2012-06-14  "Weforia"  69  51  2  37371  "Kids"
"376"  456318  2011-09-01  2011-09-25  "kgb deals"  225  83  138  64519  "Home Services"
"377"  661301  2011-09-09  2011-10-27  "kgb deals"  50  60  268  147396  "Restaurants"
"378"  29397  2011-01-04  2011-01-08  "Weforia"  130  50  1  20413  "Personal Trainer"
"379"  2151703  2011-12-21  2011-12-25  "Weforia"  10  50  13  231339  "Restaurants"
"380"  8762211  2012-05-14  2012-05-20  "Weforia"  10  50  13  460632  "Restaurants"
"381"  9802434  2012-07-09  2012-07-15  "Weforia"  10  50  13  504097  "Dessert"
"382"  329514  2011-08-24  2011-08-27  "ACTIVE GearUp"  10  50  13  129314  "Groceries"
"383"  60454  2011-03-26  2011-03-28  "Weforia"  20  50  6  37320  "Hair Salons"
"384"  147660  2011-07-08  2011-07-12  "Weforia"  10  50  12  80488  "Restaurants"
"385"  305340  2011-08-22  2011-08-26  "Weforia"  30  50  4  125361  "Men's Clothing"
"386"  3774096  2012-02-09  2012-02-13  "Weforia"  24  50  5  269755  "Tanning"
"387"  4177625  2012-02-24  2012-03-01  "Weforia"  40  50  3  255343  "Tanning"
"388"  8003180  2012-04-11  2012-04-17  "Weforia"  30  50  4  53263  "Restaurants"
"389"  8944721  2012-05-25  2012-05-31  "Weforia"  125  52  1  13846  "Life Skills Classes"
"390"  1464229  2011-11-09  2011-11-20  "PhunDeals"  130  54  1  54920  "Life Skills Classes"
"391"  3635210  2012-02-03  2012-02-07  "PhunDeals"  175  66  1  40585  "Home Services"
"392"  4090053  2012-02-23  2012-02-27  "PhunDeals"  175  66  1  40585  "Home Services"
"393"  4940571  2012-03-01  2012-03-05  "PhunDeals"  120  50  1  229744  "Life Skills Classes"
"394"  7165152  2012-03-16  2012-03-20  "PhunDeals"  150  60  1  126777  "Tanning"
"395"  331665  2011-08-25  2011-08-29  "Weforia"  130  55  1  48671  "Automotive"
"396"  7349334  2012-03-25  2012-03-29  "PhunDeals"  294  80  1  12281  "Gym"
"397"  1132568  2011-10-21  2011-10-25  "Weforia"  60  53  2  182640  "Fitness Classes"
"398"  252230  2011-08-11  2011-08-15  "Weforia"  22  50  5  113115  "Outdoor Adventures"
"399"  844458  2011-09-29  2011-10-06  "kgb deals"  120  70  120  8019  "Massage"
"400"  3774102  2012-02-09  2012-02-13  "Weforia"  35  51  3  269757  "Facials"
"401"  82728  2011-05-02  2011-05-09  "kgb deals"  250  60  41  14144  "Hair Salons"
"402"  30240  2011-01-06  2011-01-10  "Weforia"  20  50  5  20863  "Restaurants"
"403"  132839  2011-06-29  2011-07-03  "Weforia"  20  50  5  74303  "Restaurants"
"404"  161367  2011-07-13  2011-07-17  "Weforia"  100  50  1  84852  "Hair Salons"
"405"  1296892  2011-10-31  2011-11-04  "Weforia"  50  50  2  189857  "Home Services"
"406"  7121679  2012-03-14  2012-03-20  "Weforia"  110  55  1  407403  "Golf"
"407"  8981721  2012-05-28  2012-06-03  "Weforia"  20  50  5  431759  "Groceries"
"408"  127987  2011-06-24  2011-07-02  "LevelUp"  10  50  10  6962  "Bars/Lounges"
"409"  4065950  2012-02-22  2012-02-26  "PhunDeals"  100  50  1  14499  "Yoga"
"410"  8089  2010-08-19  2010-08-20  "Groupon"  50  50  20542  8333  "Men's Clothing"
"411"  86008  2011-05-07  2011-05-11  "Weforia"  15  50  6  49933  "Home Services"
"412"  2134959  2011-12-20  2012-01-04  "DailyDealTime"  90  50  1  224505  "Massage"
"413"  1957055  2011-12-13  2011-12-24  "PhunDeals"  90  50  1  224505  "Massage"
"414"  54993  2011-03-16  2011-03-21  "Weforia"  16  75  11  34914  "Dance Classes"
"415"  1627705  2011-11-18  2011-11-22  "Weforia"  88  50  1  205556  "Life Skills Classes"
"416"  7257237  2012-03-21  2012-03-27  "Weforia"  89  53  1  3788  "Tanning"
"417"  766394  2011-09-21  2011-09-25  "Weforia"  20  50  4  158111  "Restaurants"
"418"  787335  2011-09-23  2011-09-27  "Weforia"  20  50  4  160026  "Dance Classes"
"419"  1667437  2011-11-21  2011-11-25  "Weforia"  20  50  4  70895  "Restaurants"
"420"  3691467  2012-02-06  2012-02-10  "Weforia"  10  50  8  197127  "Restaurants"
"421"  9255289  2012-06-09  2012-06-15  "Weforia"  40  50  2  57517  "Kids"
"422"  9311274  2012-06-13  2012-06-19  "Weforia"  80  50  1  35679  "Skin Care"
"423"  10025431  2012-07-18  2012-07-24  "Weforia"  20  50  4  407554  "Restaurants"
"424"  1859303  2011-12-03  2011-12-11  "PhunDeals"  220  91  2  12281  "Personal Trainer"
"425"  10587986  2012-08-13  2012-08-19  "Weforia"  14  57  6  57150  "Museums"
"426"  746000  2011-09-19  2011-09-23  "Weforia"  14  50  5  156184  "Home Services"
"427"  1785108  2011-11-28  2011-12-02  "Weforia"  70  50  1  110077  "Hair Salons"
"428"  8586549  2012-05-07  2012-05-13  "Weforia"  70  50  1  37372  "Outdoor Adventures"
"429"  93783  2011-05-19  2011-05-27  "LevelUp"  10  50  7  45310  "Restaurants"
"430"  2654  2010-04-25  2010-04-26  "Groupon"  235  36  2373  4908  "Skydiving"
"431"  257896  2011-08-12  2011-08-19  "kgb deals"  50  60  132  13378  "Restaurants"
"432"  810317  2011-09-26  2011-10-04  "Groupon"  7800  65  126  52239  "Dental"
"433"  196140  2011-07-26  2011-08-02  "kgb deals"  350  71  25  97116  "Hair Salons"
"434"  455006  2011-09-01  2011-09-05  "Weforia"  30  50  2  138379  "Yoga"
"435"  937600  2011-10-07  2011-10-11  "Weforia"  30  50  2  34669  "Home Services"
"436"  1296890  2011-10-31  2011-11-04  "Weforia"  20  50  3  189855  "Makeup"
"437"  10721914  2012-08-20  2012-08-26  "Weforia"  20  50  3  266855  "Restaurants"
"438"  2391106  2011-12-24  2011-12-28  "PhunDeals"  20  50  3  31115  "Restaurants"
"439"  876148  2011-09-30  2011-11-02  "kgb deals"  13  61  476  166630  "Tours"
"440"  253175  2011-08-11  2011-08-18  "kgb deals"  99  70  79  214571  "Nail Care"
"441"  89684  2011-05-13  2011-05-19  "Groupon"  6000  52  106  51817  "Vision and Eye Care"
"442"  2261182  2011-12-23  2012-01-03  "PhunDeals"  226  87  1  59350  "Martial Arts"
"443"  127626  2011-06-24  2011-06-27  "Groupon"  235  37  2000  4908  "Skydiving"
"444"  417552  2011-08-30  2011-09-03  "Weforia"  15  53  4  135658  "Hair Salons"
"445"  117828  2011-06-15  2011-06-22  "kgb deals"  360  55  14  31882  "Automotive"
"446"  206216  2011-07-29  2011-08-05  "kgb deals"  40  60  136  100410  "Restaurants"
"447"  162307  2011-07-13  2011-07-20  "kgb deals"  100  70  72  5386  "Automotive"
"448"  287865  2011-08-19  2011-08-28  "Groupon"  6000  52  93  122317  "Dental"
"449"  98698  2011-05-26  2011-05-30  "Weforia"  50  50  1  56184  "Facials"
"450"  1551032  2011-11-14  2011-11-18  "Weforia"  322  92  1  18287  "Fitness Classes"
"451"  3012919  2012-01-06  2012-01-10  "Weforia"  50  50  1  250103  "Men's Clothing"
"452"  85998  2011-05-07  2011-05-12  "LevelUp"  10  50  5  48694  "Restaurants"
"453"  1233787  2011-10-27  2011-10-30  "LivingSocial Family Edition"  250  90  1  186107  "Kids"
"454"  1643688  2011-11-19  2011-12-01  "PhunDeals"  50  50  1  31115  "Restaurants"
"455"  3578  2010-05-21  2010-05-23  "Groupon"  975  89  2638  5467  "Waxing"
"456"  41396  2011-02-09  2011-02-13  "kgb deals"  85  54  51  15662  "Home Services"
"457"  58156  2011-03-23  2011-03-26  "Eversave"  95  53  2469  36343  "Golf"
"458"  11570632  2012-09-30  2012-10-06  "Groupon"  100  50  5000  33167  "Women's Clothing"
"459"  178208  2011-07-19  2011-07-26  "kgb deals"  90  70  69  90680  "Massage"
"460"  313450  2011-08-23  2011-08-29  "Groupon"  5900  50  82  6792  "Vision and Eye Care"
"461"  13915051  2012-12-19  2012-12-29  "Signpost"  1000  70  5  37375  "Spa"
"462"  9181  2010-09-03  2010-09-06  "Groupon"  235  36  1548  4908  "Skydiving"
"463"  11092413  2012-09-07  2012-09-14  "kgb deals"  65  50  55  57484  "Outdoor Adventures"
"464"  12802733  2012-11-19  2012-12-06  "Signpost"  499  53  6  25010  "Teeth Whitening"
"465"  18544787  2013-03-07  2013-05-15  "Signpost"  499  53  6  25010  "Teeth Whitening"
"466"  1462431  2011-11-09  2011-11-17  "Groupon"  7900  65  85  197746  "Dental"
"467"  104100  2011-06-03  2011-06-10  "kgb deals"  25  60  174  58797  "Restaurants"
"468"  215563  2011-08-01  2011-08-16  "kgb deals"  50  60  86  13378  "Restaurants"
"469"  841386  2011-09-29  2011-10-06  "Groupon"  235  37  1491  4908  "Skydiving"
"470"  8478  2010-08-25  2010-08-26  "Groupon"  100  50  4409  8570  "Massage"
"471"  199033  2011-07-27  2011-08-03  "kgb deals"  50  60  84  5782  "Restaurants"
"472"  30398  2011-01-07  2011-01-10  "Groupon"  50  50  8700  8075  "Restaurants"
"473"  48294  2011-02-28  2011-03-05  "kgb deals"  75  53  47  31261  "Massage"
"474"  91123  2011-05-16  2011-05-19  "Eversave"  116  57  1833  52568  "Outdoor Adventures"
"475"  465813  2011-09-02  2011-09-09  "kgb deals"  50  60  81  41449  "Restaurants"
"476"  716097  2011-09-15  2011-10-03  "kgb deals"  190  74  33  428618  "Automotive"
"477"  89601  2011-05-13  2011-05-17  "Weforia"  20  50  2  51788  "Women's Clothing"
"478"  464330  2011-09-02  2011-09-06  "Weforia"  20  50  2  139594  "Makeup"
"479"  993595  2011-10-12  2011-10-16  "Weforia"  60  67  1  174609  "Hair Salons"
"480"  1667423  2011-11-21  2011-11-25  "Weforia"  20  50  2  206727  "Restaurants"
"481"  3219602  2012-01-16  2012-01-20  "Weforia"  40  50  1  255343  "Tanning"
"482"  4040228  2012-02-20  2012-02-26  "Weforia"  20  50  2  283753  "Tanning"
"483"  8928375  2012-05-24  2012-05-30  "Weforia"  40  50  1  5028  "Kids"
"484"  9045022  2012-06-01  2012-06-07  "Weforia"  70  71  1  251532  "Life Skills Classes"
"485"  9082029  2012-06-04  2012-06-10  "Weforia"  20  50  2  266855  "Restaurants"
"486"  9597963  2012-06-27  2012-07-03  "Weforia"  40  50  1  496117  "Pets"
"487"  10289200  2012-07-30  2012-08-05  "Weforia"  20  50  2  266855  "Restaurants"
"488"  53883  2011-03-14  2011-03-18  "kgb deals"  294  90  55  14873  "Life Skills Classes"
"489"  11100096  2012-09-07  2012-09-17  "Signpost"  40  50  64  65321  "Skin Care"
"490"  220507  2011-08-02  2011-08-12  "kgb deals"  99  70  54  103891  "Massage"
"491"  377587  2011-08-26  2011-08-30  "kgb deals"  35  60  110  40824  "Restaurants"
"492"  930080  2011-10-06  2011-11-03  "kgb deals"  40  70  128  30134  "Comedy Clubs"
"493"  231991  2011-08-05  2011-08-19  "kgb deals"  40  62  102  199328  "Restaurants"
"494"  8651  2010-08-27  2010-08-29  "Groupon"  495  67  1241  8681  "Life Skills Classes"
"495"  725507  2011-09-16  2011-11-03  "kgb deals"  250  60  15  72054  "Skin Care"
"496"  693431  2011-09-13  2011-09-25  "kgb deals"  25  60  148  151317  "Restaurants"
"497"  276021  2011-08-17  2011-09-05  "kgb deals"  25  60  145  119626  "Restaurants"
"498"  180994  2011-07-20  2011-08-01  "kgb deals"  20  60  180  23718  "Restaurants"
"499"  1594800  2011-11-16  2011-11-30  "kgb deals"  100  60  36  13378  "Restaurants"
"500"  165215  2011-07-15  2011-07-22  "kgb deals"  70  60  51  36335  "Restaurants"
"501"  8892979  2012-05-22  2012-06-05  "Signpost"  800  52  3  458749  "Skin Care"
"502"  3472896  2012-01-27  2012-01-31  "Weforia"  35  51  1  262434  "Automotive"
"503"  768904  2011-09-21  2011-10-20  "kgb deals"  135  79  48  214571  "Nail Care"
"504"  11462131  2012-09-25  2012-09-30  "Groupon"  1000  60  440  555550  "Restaurants"
"505"  18724933  2013-03-20  2013-04-11  "Groupon"  4990  50  70  49706  "Vision and Eye Care"
"506"  6495  2010-07-23  2010-07-25  "Groupon"  40  50  8374  7386  "Restaurants"
"507"  5502  2010-07-05  2010-07-08  "Groupon"  5900  55  64  6792  "Vision and Eye Care"
"508"  62435  2011-03-30  2011-04-06  "kgb deals"  318  56  9  38407  "Outdoor Adventures"
"509"  12678904  2012-11-16  2012-12-06  "Signpost"  400  58  6  40509  "Hair Salons"
"510"  139765  2011-07-06  2011-07-14  "Groupon"  5800  50  56  77797  "Vision and Eye Care"
"511"  18821864  2013-03-27  2013-04-01  "Eversave"  95  48  1389  36343  "Golf"
"512"  16193  2010-11-04  2010-11-05  "Groupon"  40  50  8018  13222  "Groceries"
"513"  86513  2011-05-09  2011-05-11  "Groupon"  79  43  3500  5565  "Outdoor Adventures"
"514"  456323  2011-09-01  2011-09-08  "kgb deals"  15  60  200  138819  "Restaurants"
"515"  241340  2011-08-08  2011-08-23  "kgb deals"  975  88  10  72054  "Waxing"
"516"  443235  2011-08-31  2011-09-07  "kgb deals"  350  71  12  137554  "Hair Salons"
"517"  11004  2010-09-28  2010-09-28  "Groupon"  499  64  862  3840  "Teeth Whitening"
"518"  45131  2011-02-18  2011-02-23  "kgb deals"  45  66  78  6025  "Tours"
